Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Description,,
12002767,TRAFFIC - SUSPENDED DRIVER,7/21/2012 23:05,Cleared by Arrest,7/21/2012 23:05,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,Non student stopped for a taillight violation.  Cited/released for DUS and Non-Working Taillight.,,
12002769,SUSPICIOUS PERSON,7/22/2012 0:33,Cleared by Exception,7/22/2012 0:33,,,1345 R St. (GOVT PARKING LOT (UNL)),$0.00,$0.00,Juvenile contacted on a suspicious party call.  Juvenile was referred for Failure to Comply.,,
12002771,MEDICAL EMERGENCY,7/22/2012 0:33,Cleared by Exception,7/22/2012 0:33,,,N 14TH ST & R ST (STREET),$0.00,$240.00,Ofc. fell while running after a PR.  Ofc refused all medical.,,
12002768,ALCOHOL - DRUNK,7/22/2012 1:04,Cleared by Exception,7/22/2012 1:04,,,N 16TH ST & VINE ST (SIDEWALK),$0.00,$0.00,Student contacted for intoxication.  Transported to Detox (.199 BrAC).,,
12002770,ALCOHOL - MINOR IN POSSESSION,7/22/2012 1:47,Cleared by Arrest,7/22/2012 1:47,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00,$0.00,Student contacted reference an alcohol violation.  Cited/released for MIP.,,
12002776,ALCOHOL - MINOR IN POSSESSION,7/23/2012 2:16,Cleared by Arrest,7/23/2012 2:16,,Alpha Tau Omega,1433 R St. (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,"5 students contacted on a suspicious parties call.  One Cited/Released for MIPC (.111 BrAC), One Cited/Detox for MIPC and Fail To Comply (.149 BrAC) and One Cited/Detox for MIPC, Fail to Compy and False Statements (.154 BrAC).",,
12002779,MEDICAL EMERGENCY,7/23/2012 9:05,Cleared by Exception,7/23/2012 9:05,,Union-City,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Ofc. dispatched to the UNL City Union regarding an UNL employee who was feeling faint.  This person was transported to the hospital for further treatment.,,
12002780,TELEPHONE - THREATENING CALLS,7/23/2012 9:32,Cleared by Exception,7/22/2012 15:36,7/23/2012 9:17,,"1100 N. 17th St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Ofc. was dispatched to Printing Services on an employee receiving unwanted phone calls.,,
12002782,SS - CHECK WELFARE OF PERSON,7/23/2012 10:49,Cleared by Exception,7/20/2012 17:00,7/23/2012 10:49,,146 E Street (SINGLE FAMILY ﾖ off campus),$0.00,$0.00,UNL Building Systems Maintenance Manager called UNLPD concerned for the welfare of an employee.  Employee was found in the care of Detox staff.,,
12002783,SUSPICIOUS ITEM OR PACKAGE (NON-EXPLOSIVE),7/23/2012 10:51,Cleared by Exception,7/23/2012 10:51,,Miller Hall,"1675 Arbor Dr (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Ofc. dispatched to Miller Hall in reference to a suspicious letter.,,
12002786,DISTURBANCE - OTHER,7/23/2012 17:06,Cleared by Exception,7/23/2012 17:06,,Love Library South,"1248 R (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Male subject contacted after being observed to be viewing pornography on UNL computer.  Party Banned and released.,,
12002791,LARCENY - FROM BUILDING,7/24/2012 12:20,Inactive,7/13/2012 11:00,7/13/2012 13:30,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$800.00,$0.00,Belated report of a wedding ring stolen from within an unlocked office.,,
12002793,LARCENY - STOLEN BIKE,7/24/2012 16:10,Cleared by Exception,7/24/2012 15:30,7/24/2012 15:35,Whittier Building,"2200 Vine St (UNL SUPPORT FACILITY (office, service))",$400.00,$0.00,"A male juvenile was observed attempting to steal a bicycle from the area southeast of Whittier.  The suspect was positively identified, unable to be located at this time.",,
12002798,FRAUD - CREDIT CARDS/ATM/BANK CARD,7/25/2012 10:06,Inactive,4/4/2012 17:00,5/2/2012 17:00,Canfield Administration Building,"503 N 14th (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Person made fraudulent charges on credit cards during the admissions process to UNL.,,
12002799,BURGLARY,7/25/2012 10:16,Inactive,7/24/2012 9:59,7/25/2012 9:31,Innovation Campus,"1800 State Fair Park Drive (UNL SUPPORT FACILITY (office, service))",$100.00,$220.00,Ofc. was conducting a security check of Innovation Campus when he observed an open door on the Industrial Arts Building.  It was determined copper wire had been stolen from the building.,,
12002801,LARCENY - OTHER OR FROM OPEN AREA,7/25/2012 12:33,Inactive,7/22/2012 9:30,7/22/2012 11:00,Farm House Fraternity,3601 Apple (OFF CAMPUS/GREEK HOUSING),$790.00,$0.00,Red duffel bag and contents stolen after being mislaid by the street.,,
12002805,ALCOHOL - DRUNK,7/26/2012 2:37,Cleared by Exception,,,,1601 Q St (Egg & I) (COMMERCIAL PARKING LOT),$0.00,$0.00,Two students contacted for intoxication.  Transported to Detox. (.183 BrAC and .168 BrAC),,
12002811,LARCENY - FROM BUILDING,7/26/2012 11:46,Inactive,7/25/2012 8:00,7/26/2012 10:30,Delta Tau Delta,715 North 16th St. (OFF CAMPUS/GREEK HOUSING),$500.00,$0.00,"Construction contractor reported a blue Miller welder was stolen from the fraternity,",,
12002816,TRAFFIC - SUSPENDED DRIVER,7/27/2012 3:18,Cleared by Arrest,7/27/2012 3:18,,,N 17TH ST & R ST (STREET),$0.00,$0.00,Non student contacted on a traffic stop.  CIted/Released for DUS and Fictitious Plates.,,
12002817,LOST OR STOLEN ITEM,7/27/2012 4:43,Cleared by Exception,7/27/2012 4:13,,,N 17TH ST & Q ST (STREET),$20.00,$0.00,Items missing after being left on top of a vehicle.,,
12002818,LARCENY - OTHER OR FROM OPEN AREA,7/27/2012 9:08,Inactive,7/26/2012 16:00,7/27/2012 8:00,Stewart Seed Lab,3775 Leighton Ave (GOVT LOT/FIELD (UNL)),"$1,200.00",$0.00,"Portable A/C unit, projector, and accessories stolen from a locked trailer.",,
12002820,SS - CHECK WELFARE OF PERSON,7/27/2012 10:28,Inactive,7/23/2012 13:26,,,1130 H Street (MULTI-DWELLING (7 + UNITS) off campus),$0.00,$0.00,Check welfare on a student who missed class.,,
12002821,TRAFFIC - SUSPENDED DRIVER,7/27/2012 18:41,Cleared by Arrest,7/27/2012 18:41,,,STATE FAIR PARK DR & KIMCO DR (STREET),$0.00,$0.00,Traffic Stop.  Vehicle stopped for expired In-transits.  Non student cited/released for DUS/No Proof of Insurance/Expired In-Transit Decal.  Vehicle towed to Capital Towing.,,
12002822,ALCOHOL - MINOR IN POSSESSION,7/28/2012 0:42,Cleared by Arrest,7/28/2012 0:42,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,"3 non-students contacted on a traffic stop.  One cite/released for MIP and Possession of Drug Paraphernalia.  Another cited/released for MIP, Possession of Drug Paraphernalia and Speeding.  The last was cited/released for CCW, MIP and Possession of Drug Paraphernalia.",,
12002823,VANDALISM - OTHER,7/28/2012 10:28,Inactive,7/27/2012 23:00,7/28/2012 10:28,Pound Hall,513 North 17th St (GOVT PARKING LOT (UNL)),$0.00,$150.00,Vehicle window broken and rummaged through. No items discovered missing.,,
12002824,LARCENY - FROM MOTOR VEHICLE,7/28/2012 10:28,Inactive,7/27/2012 23:00,7/28/2012 10:28,Pound Hall,513 North 17th St (GOVT PARKING LOT (UNL)),$50.00,$150.00,Window broken on a vehicle and cell phone stolen from within.,,
12002826,FIRE - FALSE ALARM,7/28/2012 16:54,Cleared by Exception,7/28/2012 16:54,,2222 Vine Street,2222 Vine Street (UNL APARTMENT),$0.00,$0.00,Audible fire alarm from a residence apartment.  LFR personnel advised no one was answering the door.  Entry into the apartment was gained.  No one inside of apartment.  UNL maintenance advised of faulty detector.,,
12002830,TRAFFIC - SUSPENDED DRIVER,7/29/2012 3:15,Cleared by Arrest,7/29/2012 3:15,,,N 17TH ST & R ST (STREET),$0.00,$0.00,"2 non-students contacted on a traffic stop.  Driver cited/lodged for DUS, also lodged for 2 outstanding warrants.  Passenger, who was released, gave false information due to outstanding warrants.  Broadcast initiated.",,
12002831,ALCOHOL - DRUNK,7/29/2012 3:44,Cleared by Exception,7/29/2012 3:44,,,N 16TH ST & R ST (SIDEWALK),$0.00,$0.00,Student contacted for intoxication.  Transported to Detox (.230 BrAC).,,
12002834,DISTURBANCE - DOMESTIC,7/29/2012 12:49,Inactive,7/29/2012 11:55,,2224 U Street,2224 U St. (UNL APARTMENT),$0.00,$0.00,Disturbance at 2224 Y street disagreement between two persons.,,
12002835,LARCENY - STOLEN BIKE,7/29/2012 15:24,Cleared by Arrest,7/29/2012 14:34,7/29/2012 15:20,Neihardt Residence Center,540 North 16th St (UNL RESIDENCE HALL),$0.00,$0.00,"Bike taken from racks by Neihardt Hall, $400 loss.",,
12002841,TRAFFIC - SUSPENDED DRIVER,7/30/2012 1:49,Cleared by Arrest,7/30/2012 1:49,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,Non-student stopped for speeding and cited/released for Driving Under Suspension.,,
12002843,FRAUD - CREDIT CARDS/ATM/BANK CARD,7/30/2012 13:15,Cleared by Exception,,,, (INTERNET/CYBERSPACE),$0.00,$0.00,"Unknown person used  victims credit to buy airline tickets, $600 loss.",,
12002844,FRAUD - CON GAMES/DECEPTION/FALSE    PRETENSE/OTHER,7/30/2012 15:32,Inactive,6/29/2012 11:00,,Union-City,"1400 R Street (UNL SUPPORT FACILITY (office, service))",$260.00,$0.00,Person scammed out of $260 at the City Union.,,
12002848,ALCOHOL - DRUNK,7/31/2012 3:30,Cleared by Exception,7/31/2012 3:30,,,N 16TH ST & W ST (SIDEWALK),$0.00,$0.00,Non-student contacted and taken to detox (.216 BAC).,,
12002849,VANDALISM - OTHER,7/31/2012 7:06,Inactive,7/30/2012 18:50,7/31/2012 7:06,515 N 19th Parking Lot Vine to,515 North 19th St. (GOVT PARKING LOT (UNL)),$0.00,$150.00,Front window shattered on a vehicle. Unable to determine at time of report if items were taken from inside.,,
12002851,VANDALISM - OTHER,7/31/2012 9:45,Inactive,7/30/2012 21:30,7/31/2012 9:45,515 N 19th Parking Lot Vine to,515 North 19th St. (GOVT PARKING LOT (UNL)),$0.00,$150.00,Front window shattered and vehicle rummaged through. Owner reported no items were missing from the vehicle.,,
12002852,DISTURBANCE - OTHER,7/31/2012 12:43,Cleared by Exception,7/31/2012 12:43,,Union-City,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Non-UNL affiliated person has made repeated attempts to obtain a UNL N-Card.,,
12002863,ALCOHOL - DWI,8/1/2012 2:08,Cleared by Arrest,8/1/2012 2:08,,,N 10TH ST & Q ST (STREET),$0.00,$0.00,"Non-student stopped for crossing lane lines and found to be intoxicated. Cited/taken to Detox for DUI > .150, MIP-C, & Careless Driving. .164 BAC.",,
12002868,ALCOHOL - DRUNK,8/2/2012 2:19,Cleared by Exception,8/2/2012 2:19,,Phi Kappa Psi,1548 S Street (SIDEWALK),$0.00,$0.00,UNL student contacted and taken to detox (.235 BAC).,,
12002871,ALCOHOL - DRUNK,8/2/2012 8:55,Cleared by Exception,8/2/2012 8:55,,University Lutheran Chapel,1510 Q St. (CHURCH/ETC.),$0.00,$0.00,Non-student was consuming alcohol. Party was found to be intoxicated and unable to care for self. Transported to Detox.,,
12002875,TELEPHONE - OTHER,8/2/2012 14:09,Cleared by Exception,8/2/2012 14:00,8/2/2012 14:09,H.C. Filley Hall,1625 Arbor Dr (UNL ACADEMIC BUILDING),$0.00,$0.00,Person in Filley Hall received unwanted phone call.,,
12002876,LARCENY - STOLEN BIKE,8/2/2012 14:27,Inactive,8/1/2012 6:00,8/1/2012 12:00,Landscape Services,"1340 North 17th St (UNL SUPPORT FACILITY (office, service))",$150.00,$0.00,"Bike taken from the rakes by the Landscape Services building, $150 loss.",,
12002883,ALCOHOL - DRUNK,8/3/2012 2:09,Cleared by Exception,8/3/2012 2:09,8/3/2012 2:09,Andersen Hall,200 Centennial Mall North (GOVT PARKING LOT (UNL)),$0.00,$0.00,Non-student contacted and taken to detox (refused a PBT).,,
12002884,UNL POLICY VIOLATION - WEAPONS,8/3/2012 9:43,Inactive,8/29/2011 8:00,5/4/2012 17:00,The Courtyards,733 North  17th  St. (UNL RESIDENCE HALL),$0.00,$0.00,Belated roommate dispute during 2011-2012 academic year.,,
12002891,MEDICAL EMERGENCY,8/4/2012 12:18,Cleared by Exception,8/4/2012 12:18,,,3320 Starr St Apt #1 (UNL APARTMENT),$0.00,$0.00,Report of an eleven month old having a seizure.  Transported to St. Elizabeth's Hospital for further observations.  Non-life threatening.,,
12002893,TRAFFIC - OTHER,8/4/2012 23:22,Inactive,8/4/2012 23:22,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,Officer attempted to stop a vehicle for speeding.  The unknown driver sped off and the Officer discontinued his attempt. No suspects at this time.,,
12002895,ALCOHOL - DWI,8/5/2012 4:04,Cleared by Arrest,8/5/2012 4:04,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,"UNL student was stopped for speeding. She was taken to detox and cited for DUI, Refusing a Chemical Test, MIP, Open Container and Speeding.",,
12002896,ASSAULT - OF POLICE OFFICER,8/5/2012 4:46,Cleared by Arrest,8/5/2012 4:46,,Sigma Nu,625 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,UNL ofc. assaulted and UNL student cited and lodged for assault.,,
12002899,ALCOHOL - DWI,8/6/2012 1:52,Cleared by Arrest,8/6/2012 1:52,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,Non-student stopped for speeding. He was taken to detox and cited for DUI (.243 BAC).,,
12002900,ALCOHOL - OPEN CONTAINER,8/6/2012 2:40,Cleared by Arrest,8/6/2012 2:40,,,VINE ST & N 17TH ST (STREET),$0.00,$0.00,"Non-student, a passenger in a car, was cited/released for Open Container (can of beer).",,
12002902,HAZING,8/6/2012 13:00,Inactive,,,, (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,Belated report of some hazing type behavior. Investigation on-going.,,
12002904,DISTURBANCE - OTHER,8/6/2012 18:43,Cleared by Exception,8/6/2012 18:43,,West Stadium,"740 Stadium Dr (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Disturbance at West Stadium Security Desk.,,
12002905,NARCOTICS - POSSESSION,8/6/2012 20:13,Cleared by Arrest,8/6/2012 20:13,,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00,$0.00,"Persons arrested for possession of Marihuana less than an oz. and MIP, this occurred in Selleck Hall.",,
12002915,SS - CHECK WELFARE OF PERSON,8/7/2012 9:30,Cleared by Exception,5/31/2012 14:12,8/8/2012 14:12,, (UNKNOWN),$0.00,$0.00,Check welfare of student who had not been to class. Student was located and found to be okay.,,
12002911,LARCENY - FROM BUILDING,8/7/2012 18:45,Cleared by Arrest,8/7/2012 17:30,8/7/2012 18:45,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$297.00,$0.00,"Items taken from the womens locker room at the Campus Recreation Center, $297 loss.",,
12002917,LARCENY - FROM BUILDING,8/8/2012 11:58,Inactive,8/8/2012 10:45,8/8/2012 11:45,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$410.00,$0.00,A UNL student called UNLPD to report the theft of his wallet from a locker at the Campus Rec Center.,,
12002921,MEDICAL EMERGENCY,8/8/2012 19:24,Cleared by Exception,8/8/2012 19:24,,,3320 Starr Street #1 (UNL APARTMENT),$0.00,$0.00,"Medical call at 3320 Starr Street, one person transported to St. Elizabeth hospital by LFR.",,
12002927,ACCIDENTS - P.D. NOT REPORTABLE,8/9/2012 9:03,Cleared by Exception,8/9/2012 8:32,,Avery Hall,1144 T St (SIDEWALK),$0.00,$120.00,Ofc. was dispatched to the sidewalk east of Avery Hall on a sprinkler head that had been broken.  Ofc. made contact with the person responsible and he agreed to pay for the damage.,,
12002933,BURGLARY,8/9/2012 15:05,Inactive,8/9/2012 6:00,8/9/2012 12:05,Conservation and Survey Annex,"2000 N 34th (UNL SUPPORT FACILITY (office, service))","$15,000.00",$0.00,"Unknown person(s) entered the Conservation Survey Building on East Campus and took keys to a vehicle and left the area in the vehicle. Vehicle later recovered. $15,000 recovered. Other items may still be missing.",,
12002937,TRAFFIC - SUSPENDED DRIVER,8/10/2012 0:41,Cleared by Arrest,8/10/2012 0:41,,,N 16TH ST & Q ST (STREET),$0.00,$0.00,Non-student was contacted on a traffic stop and was found to be suspended with 2 priors. Party was lodged for DUS.,,
12002929,OUTSIDE - O.P.S. OTHER,8/10/2012 11:39,Cleared by Exception,8/3/2012 22:14,8/4/2012 9:03,17 & R Parking Garage,300 North 17th St (GOVT PARKING GARAGE (UNL)),$0.00,$0.00,Officer assisted Sarpy County Investigator with a case by viewing Vicon footage for a possible suspect to verify an alibi.,,
12002942,LOST OR STOLEN ITEM,8/10/2012 18:58,Inactive,8/2/2012 0:01,8/3/2012 13:00,, (UNKNOWN),$0.00,$0.00,"Report of a lost Republic of India passport, USA Visa and I-94 form somewhere in the City of Lincoln.",,
12002945,TRAFFIC - SUSPENDED DRIVER,8/10/2012 23:13,Cleared by Arrest,8/10/2012 23:13,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,"Non student contacted on a traffic stop.  Lodged for DUS, also cited for Speeding.",,
12002947,ALCOHOL - DWI,8/11/2012 0:52,Cleared by Arrest,8/11/2012 0:52,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,"3 Non-students contacted on a traffic stop.  One party was cited/detox for DUI, Refuse Chemical Test and Speeding.  A second party was cited for Open Alcohol Container in Vehicle.",,
12002948,ALCOHOL - DWI,8/11/2012 2:21,Cleared by Arrest,8/11/2012 2:21,,,Q ST & N 16TH ST (STREET),$0.00,$0.00,"2 non-students contacted on a traffic stop.  One cited/detox for DUI > .15 (.210 BrAC), Open Container and Wrong Way on a One Way.  The other was released.",,
12002959,ALCOHOL - DWI,8/11/2012 23:25,Cleared by Arrest,8/11/2012 23:25,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,Non student stopped for speeding.  Cited/detox for DUI and Speeding (.082 BrAC).,,
12002968,LARCENY - MOTOR VEH. ACCESSORIES,8/12/2012 13:52,Inactive,8/11/2012 12:30,8/12/2012 12:50,Conservation and Survey Annex,"2000 N. 34th St. (UNL SUPPORT FACILITY (office, service))",$800.00,$0.00,"Tires taken from a vehicle on East Campus, $800 loss.",,
12002972,TELEPHONE - OTHER,8/13/2012 9:43,Inactive,8/12/2012 14:54,8/13/2012 9:20,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00,$0.00,A UNL student reported receiving harassing text messages.,,
12002980,TRAFFIC - SUSPENDED DRIVER,8/13/2012 23:14,Cleared by Arrest,8/13/2012 23:14,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,Non-student stopped for no plates on her vehicle. Cited and lodged in jail for Driving Under Suspension.,,
12002989,LARCENY - OTHER OR FROM OPEN AREA,8/15/2012 4:30,Inactive,8/15/2012 0:00,8/15/2012 1:00,Phi Gamma Delta,1425 R St. (SIDEWALK),$160.00,$0.00,Black bag stolen off of a bicycle. Suspect description obtained.,,
12002991,LARCENY - OTHER OR FROM OPEN AREA,8/15/2012 7:14,Inactive,8/14/2012 18:30,8/15/2012 7:14,Alpha Gamma Rho,1430 Idylwild (OFF CAMPUS/GREEK HOUSING),$50.00,$500.00,Ofc. was dispatched to the Alpha Gamma Rho construction site regarding a vandalism to their stone address sign.,,
12002994,MEDICAL EMERGENCY,8/15/2012 12:44,Inactive,8/15/2012 12:44,,Delta Delta Delta,1601 R St. (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,Ofc. and LFR dispatched to the Delta Delta Delta sorority house on a UNL student who had fainted. The  student was transported to the hospital for further treatment.,,
12002997,LARCENY - STOLEN BIKE,8/15/2012 17:17,Inactive,8/15/2012 11:00,8/15/2012 17:00,Plant Sciences Hall,1875 North 38th St (UNL ACADEMIC BUILDING),$300.00,$12.00,Report of a stolen Fuji 4.0 road bicycle.,,
12003003,ALCOHOL - DRUNK,8/16/2012 2:55,Cleared by Exception,8/16/2012 2:55,,Nebraska Union,1400 R St (SIDEWALK),$0.00,$0.00,Non-student contacted after showing signs of intoxication. He was taken to detox (.186 BAC).,,
12003010,ACCIDENTS - P.D. NOT REPORTABLE,8/16/2012 18:41,Inactive,8/16/2012 18:41,8/16/2012 18:41,, (GOVT PARKING GARAGE (UNL)),$0.00,$500.00,Belated report of a two vehicle non injury accident.  Driver 1 remained on scene while Driver 2 drove off without leaving information.,,
